Rank	Vector Label	Distance	
51	Classic/04 Symphony 1- IV. Adagio - Alleg.mp3	118.48	
52	Jazz/06 Is It A Crime.mp3	118.5456	
53	Classic/06 Symphony No.7 in A major, Op.9.mp3	118.9602	
54	Jazz/09 All Apologies.mp3	119.845	
55	Electro/06 Scary Monsters And Nice Sprites - The Juggernaut Remix.mp3	119.9331	
56	Classic/02 Egmont Overture, Op.84.mp3	120.4147	
57	Classic/04 Symphony no.2 in D major, op.3.mp3	121.0794	
58	Jazz/01 Wish I Could.mp3	121.4572	
59	Classic/01 Symphony no.2 in D major, op.3.mp3	121.5462	
60	Electro/06 Blood Red (Original Mix).mp3	121.7455	
61	Classic/07 - Presto - Recitativo - Allegr.mp3	122.2415	
62	Jazz/05 Not My Friend.mp3	122.847	
63	Classic/01 Symphony 1- I. Adagio molto -.mp3	123.2212	
64	Jazz/07 River (with Corinne Bailey Rae).mp3	123.3809	
65	Electro/03 Ruffneck (FULL Flex) - Original Mix.mp3	123.9696	
66	Classic/01 Prometheus Overture, Op.43.mp3	123.9863	
67	Classic/08 Symphony no.8 in F major, op.9.mp3	124.0482	
68	Classic/05 Symphony no.8 in F major, op.9.mp3	124.5277	
69	Jazz/12 River (Live with Joni Mitchell) (Bonus Track).mp3	125.0732	
70	Classic/01 Symphony No. 9 (Scherzo).mp3	125.2764	
71	Classic/Eine Kleine Nachtmusik.mp3	125.3166	
72	Classic/03 Symphony No.7 in A major, Op.9.mp3	126.6233	
73	Classic/08 - Allegro Assai Vivace.  Alla.mp3	126.9024	
74	Hip Hop/Salud.mp3	127.4442	
75	Classic/05 Symphony No.3 In E Flat Major,.mp3	127.6023	
76	Classic/03 Symphony no.2 in D major, op.3.mp3	128.2272	
77	Classic/01 Coriolan Overture, Op.62.mp3	128.3957	
78	Classic/11 - Allegro Ma Non Tanto - Poco.mp3	129.0526	
79	Classic/01 Canon in D major.mp3	129.1171	
80	Heavy Metal/12 Without You.mp3	129.5616	
81	Classic/10 - Allegro Energico, Sempre Ben.mp3	130.134	
82	Classic/05 Symphony No.7 in A major, Op.9.mp3	130.8987	
83	Classic/03 Symphony 1- III. Menuetto_ All.mp3	131.0811	
84	Classic/08 Symphony 6- IV. Storm and Temp.mp3	131.0883	
85	Classic/07 Symphony 6- III. Merry gatheri.mp3	132.0074	
86	Heavy Metal/14 Old Man (Bonus).mp3	132.1486	
87	Classic/01 I_ Allegro Ma Non Troppo, Un P.mp3	133.0314	
88	Classic/02 II_ Molto Vivace - Presto - Mo.mp3	133.2322	
89	Electro/04 The Devil's Den (Skrillex & Wolfgang Gartner).mp3	133.4806	
90	Heavy Metal/10 Fiction.mp3	134.2644	
91	Classic/04 II_ 3.mp3	134.2749	
92	Classic/07 Symphony no.8 in F major, op.9.mp3	134.2753	
93	Classic/09 Symphony 6- V. Shepherds' Song.mp3	134.6527	
94	Heavy Metal/02 Welcome To The Family.mp3	134.8054	
95	Hip Hop/07 20 Dollar.mp3	134.8548	
96	Heavy Metal/Kickstart My Heart.mp3	135.091	
97	Jazz/08 Love Is Stronger Than Pride.mp3	135.222	
98	Classic/05 Symphony 6- I. Awakening of ha.mp3	135.2365	
99	Classic/04 Symphony No.3 In E Flat Major,.mp3	135.3334	
100	Jazz/Something is Calling You.mp3	136.7487	
