Rank	Vector Label	Distance	
80	Classic/01 Coriolan Overture, Op.62.mp3	473.5635	
81	Classic/Eine Kleine Nachtmusik.mp3	474.1628	
82	Classic/01 Symphony No. 9 (Scherzo).mp3	474.8363	
83	Heavy Metal/Kickstart My Heart.mp3	475.4604	
84	Classic/08 Symphony no.8 in F major, op.9.mp3	475.4766	
85	Jazz/07 River (with Corinne Bailey Rae).mp3	478.0476	
86	Hip Hop/07 20 Dollar.mp3	478.5203	
87	Classic/08 - Allegro Assai Vivace.  Alla.mp3	480.1852	
88	Electro/03 Ruffneck (FULL Flex) - Original Mix.mp3	481.744	
89	Classic/10 - Allegro Energico, Sempre Ben.mp3	485.9397	
90	Classic/05 Symphony No.3 In E Flat Major,.mp3	487.7856	
91	Heavy Metal/09 Tonight The World Dies.mp3	492.5902	
92	Classic/08 Symphony 6- IV. Storm and Temp.mp3	493.1555	
93	Classic/03 Symphony no.2 in D major, op.3.mp3	496.8725	
94	Hip Hop/Chicken-Bone Circuit.mp3	500.3039	
95	Classic/05 Symphony No.7 in A major, Op.9.mp3	503.1514	
96	Classic/09 Symphony 6- V. Shepherds' Song.mp3	509.925	
97	Jazz/12 Rosie's Lullaby.mp3	511.158	
98	Classic/07 Symphony no.8 in F major, op.9.mp3	516.831	
99	Electro/To The Stars.mp3	524.0009	
100	Heavy Metal/16 Looks That Kill.mp3	524.4761	
