Rank	Vector Label	Distance	
77	Heavy Metal/02 Enslaved.mp3	345.1395	
78	Jazz/07 River (with Corinne Bailey Rae).mp3	345.2816	
79	Electro/09 Raw Chicken.mp3	345.4552	
80	Electro/03 Ruffneck (FULL Flex) - Original Mix.mp3	345.487	
81	Jazz/06 Thinking About You.mp3	346.2546	
82	Electro/02 Raw Chicken.mp3	346.841	
83	Electro/04 Scary Monsters And Nice Sprites - Dirtyphonics Remix.mp3	347.0948	
84	Jazz/10 Painter Song.mp3	347.4293	
85	Electro/06 Scary Monsters And Nice Sprites - The Juggernaut Remix.mp3	347.4736	
86	Hip Hop/28 She Will.mp3	347.5268	
87	Heavy Metal/10 Fiction.mp3	347.8154	
88	Jazz/11 One Flight Down.mp3	348.1238	
89	Electro/10 The Spell (Original Mix).mp3	348.3687	
90	Jazz/02 What Am I To You.mp3	348.5733	
91	Electro/02 Bangarang (feat. Sirah).mp3	348.7652	
92	Electro/07 Green Bottle (Original Mix).mp3	348.8975	
93	Jazz/13 Don`t Miss You At All.mp3	349.1512	
94	Hip Hop/36 Find Your Love.mp3	349.2595	
95	Electro/01 First Of The Year (Equinox) - Original Mix.mp3	349.2606	
96	Heavy Metal/12 Without You.mp3	349.2887	
97	Electro/01 The Spell.mp3	349.3484	
98	Jazz/12 Rosie's Lullaby.mp3	349.5029	
99	Jazz/08 My Dear Country.mp3	349.6935	
100	Electro/04 Embers (feat. Lindsay).mp3	349.7313	
